1730,689283580,false
1740,769991547,false
1750,824276110,false
1760,846137329,false
1770,864445832,false
1780,949409344,false
1790,982617842,false
1800,980851296,false
1810,1045073963,false
1820,1069841690,false
1830,1138392564,false
1840,1192729394,false
1850,1244327949,false
1860,1270044073,false
1870,1309430136,false
1880,1397685022,false
1890,1516025314,false
1900,1633848213,false
1910,1753594443,false
1913,1793926348.2,true
1920,1888034127,false
1930,2073363421,false
1940,2299541939,false
1950,2528313293,false
1955,2767727535,false
1960,3035624545,false
1962,3155862958,false
1965,3351348699,false
1966,3420389193,false
1970,3696590163,false
1973,3923325629,false
1975,4073741819,false
1980,4442296596,false
1985,4843949085,false
1990,5279521283,false
1995,5692354537,false
1998,5930407103,false
1999,6008326071,false
2000,6085574386,false
2001,6161878853.5,true
2002,6238183321,false
2005,6464751609,false
2006,6540285038,false
2007,6615854053,false
2008,6691483957,false
2009,6767204582.5,true
2010,6842925208,false
2015,7219433211,false
2020,7577890552,false
2025,7905241284,false
2030,8199106302,false
2035,8492971320,true
2040,8786836338,true
2045,9080701356,true
2050,9374566374,true
0,230820000,false
1000,267573000,false
1200,335915000,true
1250,353000500,true
1500,438428000,false
1600,556148000,false
1650,579819000,true
1700,603490000,false
1710,640018666.6666666,true
1720,676547333.3333334,true
1730,713076000,true
1740,749604666.6666666,true
1750,786133333.3333334,true
1760,822662000,true
1770,859190666.6666667,true
1780,895719333.3333333,true
1790,932248000,true
1800,968776666.6666667,true
1810,1005305333.3333333,true
1820,1041834000,false
1830,1087850200,true
1840,1133866400,true
1850,1179882600,true
1860,1225898800,true
1870,1271915000,false
1880,1369150666.6666667,true
1890,1466386333.3333333,true
1900,1563622000,false
1910,1738598153.8461537,true
1913,1791091000,false
1920,1929810756.7567568,true
1930,2127981837.837838,true
1940,2326152918.918919,true
1950,2524324000,false
1955,2766471000,false
1960,3038795000,false
1962,3132691000,false
1965,3328882000,false
1966,3397631000,false
1970,3685058000,false
1973,3916489000,false
1975,4065408000,false
1980,4435598000,false
1985,4830813000,false
1990,5259502000,false
1995,5677287000,false
1998,5914930000,false
1999,5997967000,false
2000,6071144000,false
2001,6149006000,false
2002,6226868000,true
2005,6460454000,true
2006,6538316000,true
2007,6616178000,true
2008,6694040000,true
2009,6771902000,true
2010,6849764000,true
2015,7239074000,true
2020,7628384000,true
2025,8017694000,true
2030,8407004000,true
2035,8796314000,true
2040,9185624000,true
2045,9574934000,true
2050,9964244000,true
